Name	MarketCap	IPOyear	Sector	Industry	CapBucket_Label
Blackrock MuniYield New Jersey Fund, Inc.	240381055.5	1992.0	n/a	n/a	Micro
Blackrock MuniYield New York Quality Fund, Inc.	526105701.4	1992.0	n/a	n/a	Small
Blackrock MuniYield Pennsylvania Quality Fund	195612147.3	1992.0	n/a	n/a	Micro
Blackrock MuniYield Quality Fund II, Inc.	304307541.4	1992.0	n/a	n/a	Small
Blackrock MuniYield Quality Fund III, Inc.	994188716.5		n/a	n/a	Small
Blackrock MuniYield Quality Fund, Inc.	484142611.3	1992.0	n/a	n/a	Small
BlackRock New Jersey Municipal Income Trust	120081114.9		n/a	n/a	Micro
BlackRock New York Investment Quality Municipal Trust Inc. (Th	197632985.0		n/a	n/a	Micro
Blackrock New York Municipal 2018 Term Trust	54204777.76	2001.0	n/a	n/a	Micro
Blackrock New York Municipal Bond Trust	40713526.7	2002.0	n/a	n/a	Nano
Blackrock New York Municipal Income Quality Trust	88406589.6	2002.0	n/a	n/a	Micro
BlackRock Resources	849932946.7	2011.0	n/a	n/a	Small
BlackRock Science and Technology Trust	536355917.4	2014.0	n/a	n/a	Small
BlackRock Strategic Municipal Trust Inc. (The)	107331118.8	1999.0	n/a	n/a	Micro
BlackRock Utility and Infrastructure Trust	356567870.8	2011.0	n/a	n/a	Small
BlackRock, Inc.	67444337645.0	1999.0	Finance	Investment Bankers/Brokers/Service	Large
Blackstone / GSO Strategic Credit Fund	711056961.4	2012.0	n/a	n/a	Small
Blackstone GSO Long Short Credit Income Fund	202345408.8	2011.0	n/a	n/a	Micro
Blackstone GSO Senior Floating Rate Term Fund	266440615.0	2010.0	n/a	n/a	Micro
Blue Apron Holdings, Inc.	1012975204.0	2017.0	Consumer Services	Catalog/Specialty Distribution	Small
Blue Capital Reinsurance Holdings Ltd.	161206613.6	2013.0	Finance	Property-Casualty Insurers	Micro
BlueLinx Holdings Inc.	89617476.85	2004.0	Capital Goods	Wholesale Distributors	Micro
Boardwalk Pipeline Partners L.P.	3659338953.0	2005.0	Public Utilities	Natural Gas Distribution	Mid
Boeing Company (The)	1.42132e+11		Capital Goods	Aerospace	Large
Boise Cascade, L.L.C.	1131084929.0	2013.0	Consumer Services	RETAIL: Building Materials	Small
Bonanza Creek Energy, Inc.	499301648.0	2017.0	Energy	Oil & Gas Production	Small
Boot Barn Holdings, Inc.	211676109.0	2014.0	Consumer Services	Clothing/Shoe/Accessory Stores	Micro
Booz Allen Hamilton Holding Corporation	5038633198.0	2010.0	Consumer Services	Professional Services	Mid
BorgWarner Inc.	9451377586.0		Capital Goods	Auto Parts:O.E.M.	Mid
Boston Beer Company, Inc. (The)	1808442615.0		Consumer Non-Durables	Beverages (Production/Distribution)	Small
Boston Properties, Inc.	18547446286.0	1997.0	Consumer Services	Real Estate Investment Trusts	Large
Boston Scientific Corporation	37157200352.0		Health Care	Medical/Dental Instruments	Large
Box, Inc.	2608162540.0	2015.0	Technology	Computer Software: Prepackaged Software	Mid
Boyd Gaming Corporation	2927956361.0	1993.0	Consumer Services	Hotels/Resorts	Mid
BP p.l.c.	1.13143e+11		Energy	Integrated oil Companies	Large
BP Prudhoe Bay Royalty Trust	419440000.0		Energy	Integrated oil Companies	Small
Brady Corporation	1690239643.0		Consumer Durables	Miscellaneous manufacturing industries	Small
Brandywine Realty Trust	2953564485.0		Consumer Services	Real Estate Investment Trusts	Mid
Brasilagro Cia Brasileira De Propriedades Agricolas	222431434.7		Consumer Non-Durables	Farming/Seeds/Milling	Micro
Braskem S.A.	9676121549.0		Basic Industries	Major Chemicals	Mid
BRF S.A.	10530889129.0		Consumer Non-Durables	Meat/Poultry/Fish	Large
Bridgepoint Education, Inc.	250738904.8	2009.0	Consumer Services	Other Consumer Services	Micro
Briggs & Stratton Corporation	890205164.8		Energy	Industrial Machinery/Components	Small
Bright Horizons Family Solutions Inc.	4683487716.0	2013.0	Miscellaneous	Other Consumer Services	Mid
Bright Scholar Education Holdings Limited	2127500000.0	2017.0	Consumer Services	Other Consumer Services	Mid
Brinker International, Inc.	1529723529.0		Consumer Services	Restaurants	Small
Brink&#39;s Company (The)	3889565596.0		Transportation	Oil Refining/Marketing	Mid
Bristol-Myers Squibb Company	97378832363.0		Health Care	Major Pharmaceuticals	Large
Bristow Group Inc	290041246.2		Transportation	Transportation Services	Micro
British American Tobacco p.l.c.	1.41326e+11		Consumer Non-Durables	Farming/Seeds/Milling	Large
Brixmor Property Group Inc.	5684002100.0	2013.0	Consumer Services	Real Estate Investment Trusts	Mid
Broadridge Financial Solutions, Inc.	8940653009.0		Miscellaneous	Business Services	Mid
Brookdale Senior Living Inc.	2160832468.0	2005.0	Health Care	Hospital/Nursing Management	Mid
Brookfield Asset Management Inc	38775863346.0		Consumer Services	Building operators	Large
Brookfield Business Partners L.P.	1555358940.0	2016.0	Basic Industries	Engineering & Construction	Small
Brookfield Global Listed Infrastructure Income Fund	186289740.0		n/a	n/a	Micro
Brookfield Infrastructure Partners LP	11695323610.0		Consumer Services	Marine Transportation	Large
Brookfield Property Partners L.P.	5937641525.0		Finance	Real Estate	Mid
Brookfield Real Assets Income Fund Inc.	866802253.8	2016.0	n/a	n/a	Small
Brookfield Renewable Partners L.P.	6230998056.0		Public Utilities	Electric Utilities: Central	Mid
Brown & Brown, Inc.	6283846451.0		Finance	Specialty Insurers	Mid
BRT Apartments Corp.	107712238.1		Consumer Services	Real Estate Investment Trusts	Micro
Brunswick Corporation	4641818890.0		Energy	Industrial Machinery/Components	Mid
BT Group plc	37918757695.0		Public Utilities	Telecommunications Equipment	Large
Buckeye Partners L.P.	7849230198.0	1986.0	Energy	Natural Gas Distribution	Mid
Buckle, Inc. (The)	722901560.0		Consumer Services	Clothing/Shoe/Accessory Stores	Small
Buenaventura Mining Company Inc.	3483342053.0	1996.0	Basic Industries	Precious Metals	Mid
Build-A-Bear Workshop, Inc.	146708053.1	2004.0	Consumer Services	Recreational Products/Toys	Micro
Bunge Limited	10411594095.0	2001.0	Consumer Non-Durables	Packaged Foods	Large
Burlington Stores, Inc.	5928147010.0	2013.0	Consumer Services	Department/Specialty Retail Stores	Mid
BWX Technologies, Inc.	5376300997.0		Energy	Industrial Machinery/Components	Mid
Byline Bancorp, Inc.	622446696.0	2017.0	Finance	Major Banks	Small
C	1562560705.0	2017.0	Energy	Oilfield Services/Equipment	Small
C.R. Bard, Inc.	23186581871.0		Health Care	Medical/Dental Instruments	Large
Cabela&#39;s Inc	3687040720.0	2004.0	Consumer Services	Other Specialty Stores	Mid
Cable One, Inc.	4300917222.0	2015.0	Consumer Services	Television Services	Mid
Cabot Corporation	3252095431.0		Basic Industries	Major Chemicals	Mid
Cabot Oil & Gas Corporation	11465196115.0	1990.0	Energy	Oil & Gas Production	Large
CACI International, Inc.	3079727401.0		Technology	EDP Services	Mid
Cadence Bancorporation	1747762500.0	2017.0	Finance	Major Banks	Small
CAE Inc	4403309971.0		Miscellaneous	Industrial Machinery/Components	Mid
CAI International, Inc.	596451018.4		Technology	Diversified Commercial Services	Small
CalAtlantic Group, Inc.	3745852485.0		Capital Goods	Homebuilding	Mid
Caleres, Inc.	1148272622.0		Consumer Non-Durables	Shoe Manufacturing	Small
Calgon Carbon Corporation	624776790.3		Basic Industries	Major Chemicals	Small
California Resources Corporation	314808183.4	2014.0	Energy	Oil & Gas Production	Small
California Water  Service Group Holding	1776681540.0		Public Utilities	Water Supply	Small
Calix, Inc	246508533.6	2010.0	Consumer Services	Telecommunications Equipment	Micro
Callaway Golf Company	1297612553.0	1992.0	Consumer Non-Durables	Recreational Products/Toys	Small
Callon Petroleum Company	2020298230.0		Energy	Oil & Gas Production	Mid
Calpine Corporation	5279744902.0		Public Utilities	Electric Utilities: Central	Mid
Cambrex Corporation	1708486477.0	1987.0	Health Care	Major Pharmaceuticals	Small
Camden Property Trust	7879592560.0	1993.0	Consumer Services	Real Estate Investment Trusts	Mid
Cameco Corporation	3910432192.0	1996.0	Basic Industries	Precious Metals	Mid
Campbell Soup Company	15229037707.0		Consumer Non-Durables	Packaged Foods	Large
Camping World Holdings, Inc.	3158919430.0	2016.0	Consumer Durables	Automotive Aftermarket	Mid
Canada Goose Holdings Inc.	635243998.4	2017.0	Consumer Non-Durables	Apparel	Small
Canadian Imperial Bank of Commerce	36518594925.0		Finance	Commercial Banks	Large
Canadian National Railway Company	60010138827.0		Transportation	Railroads	Large
Canadian Natural Resources Limited	36922500836.0		Energy	Oil & Gas Production	Large
Canadian Pacific Railway Limited	22603741669.0		Transportation	Railroads	Large
Canon, Inc.	37564895279.0		Miscellaneous	Industrial Machinery/Components	Large
Cantel Medical Corp.	3276770010.0		Health Care	Medical/Dental Instruments	Mid
Capital One Financial Corporation	38738944018.0	1994.0	Finance	Major Banks	Large
Capital Senior Living Corporation	366810334.0	1997.0	Health Care	Hospital/Nursing Management	Small
Capital Trust, Inc.	2944409617.0		Consumer Services	Real Estate Investment Trusts	Mid
Capstead Mortgage Corporation	922604755.2		Consumer Services	Real Estate Investment Trusts	Small
Carbo Ceramics, Inc.	188945528.2		Capital Goods	Industrial Machinery/Components	Micro
Cardinal Health, Inc.	21041004119.0		Health Care	Other Pharmaceuticals	Large
Care.com, Inc.	448322510.5	2014.0	Consumer Services	Other Consumer Services	Small
Carlisle Companies Incorporated	5979847321.0		Basic Industries	Specialty Chemicals	Mid
CarMax Inc	12092495266.0		Consumer Durables	Automotive Aftermarket	Large
Carnival Corporation	49351865246.0	1987.0	Consumer Services	Marine Transportation	Large
Carnival Corporation	49762290737.0		Consumer Services	Marine Transportation	Large
Carpenter Technology Corporation	1881056156.0		Basic Industries	Steel/Iron Ore	Small
Carriage Services, Inc.	404959489.9		Consumer Services	Other Consumer Services	Small
Cars.com Inc.	1855590431.0	2017.0	Technology	EDP Services	Small
Carter&#39;s, Inc.	4074993539.0	2003.0	Consumer Non-Durables	Apparel	Mid
Castlight Health, inc.	500411888.2	2014.0	Technology	EDP Services	Small
Catalent, Inc.	4928168648.0	2014.0	Health Care	Major Pharmaceuticals	Mid
CatchMark Timber Trust, Inc.	444527701.0	2013.0	Consumer Services	Real Estate Investment Trusts	Small
Caterpillar, Inc.	69468851700.0		Capital Goods	Construction/Ag Equipment/Trucks	Large
Cato Corporation (The)	337065849.0		Consumer Services	Clothing/Shoe/Accessory Stores	Small
CBIZ, Inc.	803097046.2		Miscellaneous	Business Services	Small
CBL & Associates Properties, Inc.	1406418146.0	1993.0	Consumer Services	Real Estate Investment Trusts	Small
CBRE Clarion Global Real Estate Income Fund	900078613.7	2004.0	n/a	n/a	Small
CBRE Group, Inc.	11983182866.0	2004.0	Finance	Real Estate	Large
CBS Corporation	25910672575.0		Consumer Services	Broadcasting	Large
CDI Corporation	154104289.2		Technology	Professional Services	Micro
Cedar Fair, L.P.	3819122716.0	1987.0	Consumer Services	Services-Misc. Amusement & Recreation	Mid
Cedar Realty Trust, Inc.	458424417.1		Consumer Services	Real Estate Investment Trusts	Small
Celadon Group, Inc.	138667079.6		Transportation	Trucking Freight/Courier Services	Micro
Celanese Corporation	13031318833.0	2005.0	Basic Industries	Major Chemicals	Large
Celestica, Inc.	1422975445.0	1998.0	Technology	Electrical Products	Small
Cellcom Israel, Ltd.	865213345.8	2007.0	Public Utilities	Telecommunications Equipment	Small
Cementos Pacasmayo S.A.A.	1042012061.0		Capital Goods	Building Materials	Small
Cemex S.A.B. de C.V.	4635561580.0		Capital Goods	Building Materials	Mid
Cenovus Energy Inc	9166082835.0		Energy	Oil & Gas Production	Mid
Centene Corporation	14907070689.0		Health Care	Medical Specialities	Large
Center Coast MLP & Infrastructure Fund	222275081.4	2013.0	n/a	n/a	Micro
CenterPoint Energy, Inc.	12784183734.0		Public Utilities	Electric Utilities: Central	Large
Centrais Electricas Brasileiras S.A.- Eletrobras	7885856803.0	2016.0	Public Utilities	Electric Utilities: Central	Mid
Century Communities, Inc.	596811763.9	2014.0	Capital Goods	Homebuilding	Small
CenturyLink, Inc.	11217525303.0		Public Utilities	Telecommunications Equipment	Large
CF Industries Holdings, Inc.	6750174692.0	2005.0	Basic Industries	Agricultural Chemicals	Mid
CGG	148048633.7		Energy	Oil & Gas Production	Micro
CGI Group, Inc.	13116961266.0		Consumer Services	Professional Services	Large
ChannelAdvisor Corporation	285458396.4	2013.0	Technology	Computer Software: Prepackaged Software	Micro
Charles River Laboratories International, Inc.	5083017840.0	2000.0	Health Care	Biotechnology: Commercial Physical & Biological Resarch	Mid
Chatham Lodging Trust (REIT)	785120304.0	2010.0	Consumer Services	Real Estate Investment Trusts	Small
Cheetah Mobile Inc.	1350151093.0	2014.0	Technology	Computer Software: Prepackaged Software	Small
Chegg, Inc.	1335486358.0	2013.0	Consumer Services	Other Consumer Services	Small
Chemed Corp.	3073638952.0		Health Care	Medical/Nursing Services	Mid
Chemours Company (The)	8851966032.0	2015.0	Basic Industries	Major Chemicals	Mid
Cherry Hill Mortgage Investment Corporation	234599777.6	2013.0	Consumer Services	Real Estate Investment Trusts	Micro
Chesapeake Energy Corporation	3279105591.0		Energy	Oil & Gas Production	Mid
Chesapeake Granite Wash Trust	100512500.0	2011.0	Energy	Oil & Gas Production	Micro
Chesapeake Lodging Trust	1526301645.0	2010.0	Consumer Services	Real Estate Investment Trusts	Small
Chesapeake Utilities Corporation	1292028140.0		Public Utilities	Oil & Gas Production	Small
Chevron Corporation	2.04149e+11		Energy	Integrated oil Companies	Mega
Chicago Bridge & Iron Company N.V.	1269676623.0	1997.0	Basic Industries	Engineering & Construction	Small
Chico&#39;s FAS, Inc.	973753098.9		Consumer Services	Clothing/Shoe/Accessory Stores	Small
Chimera Investment Corporation	3558449950.0	2007.0	Consumer Services	Real Estate Investment Trusts	Mid
China Cord Blood Corporation	1564243504.0		Finance	Business Services	Small
China Distance Education Holdings Limited	233053309.5		Consumer Services	Other Consumer Services	Micro
China Eastern Airlines Corporation Ltd.	10745371998.0	1997.0	Transportation	Air Freight/Delivery Services	Large
China Fund, Inc. (The)	325302145.8		n/a	n/a	Small
China Green Agriculture, Inc.	47418055.95		Basic Industries	Agricultural Chemicals	Nano
China Life Insurance Company Limited	91181954460.0	2003.0	Finance	Life Insurance	Large
China Mobile (Hong Kong) Ltd.	2.17941e+11		Public Utilities	Telecommunications Equipment	Mega
China New Borun Corporation	31129822.5	2010.0	Consumer Non-Durables	Beverages (Production/Distribution)	Nano
China Online Education Group	287195347.1	2016.0	Consumer Services	Other Consumer Services	Micro
China Petroleum & Chemical Corporation	91893048086.0		Energy	Integrated oil Companies	Large
China Rapid Finance Limited	415407204.2	2017.0	Finance	Finance: Consumer Services	Small
China Southern Airlines Company Limited	7736242796.0	1997.0	Transportation	Air Freight/Delivery Services	Mid
China Telecom Corp Ltd	41412904400.0	2002.0	Public Utilities	Telecommunications Equipment	Large
China Unicom (Hong Kong) Ltd	34938791296.0		Public Utilities	Telecommunications Equipment	Large
China Xiniya Fashion Limited	19071272.62	2010.0	Consumer Non-Durables	Apparel	Nano
China Yuchai International Limited	755616576.0	1994.0	Energy	Industrial Machinery/Components	Small
China Zenix Auto International Limited	75372500.0	2011.0	Capital Goods	Auto Parts:O.E.M.	Micro
Chipotle Mexican Grill, Inc.	8984940236.0	2006.0	Consumer Services	Restaurants	Mid
Choice Hotels International, Inc.	3451945437.0		Consumer Services	Hotels/Resorts	Mid
Christopher & Banks Corporation	48538174.68		Consumer Services	Clothing/Shoe/Accessory Stores	Nano
Chunghwa Telecom Co., Ltd.	26755434703.0		Public Utilities	Telecommunications Equipment	Large
Church & Dwight Company, Inc.	12375648830.0		Basic Industries	Package Goods/Cosmetics	Large
Ciena Corporation	3462601482.0	1997.0	Public Utilities	Telecommunications Equipment	Mid
Cigna Corporation	45236975000.0		Health Care	Medical Specialities	Large
Cimarex Energy Co	9378217182.0		Energy	Oil & Gas Production	Mid
Cincinnati Bell Inc	889898344.7		Public Utilities	Telecommunications Equipment	Small
Cinemark Holdings Inc	3836457369.0	2007.0	Consumer Services	Movies/Entertainment	Mid
Ciner Resources LP	467619059.4	2013.0	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Small
CIRCOR International, Inc.	794456703.0		Capital Goods	Metal Fabrications	Small
Cision Ltd.	1444000016.0	2017.0	Technology	Computer Software: Prepackaged Software	Small
CIT Group Inc (DEL)	6095625352.0		Finance	Major Banks	Mid
Citigroup Inc.	590581509.8	2003.0	Finance	Major Banks	Small
Citigroup Inc.	1.85297e+11		Finance	Major Banks	Large
Citizens Financial Group, Inc.	16717407996.0	2014.0	Finance	Major Banks	Large
Citizens, Inc.	380621892.8		Finance	Life Insurance	Small
City Office REIT, Inc.	384328492.2	2014.0	Consumer Services	Real Estate Investment Trusts	Small
Civeo Corporation	261854017.9	2014.0	Consumer Services	Hotels/Resorts	Micro
Civitas Solutions, Inc.	709895575.0	2014.0	Health Care	Medical/Nursing Services	Small
Clean Harbors, Inc.	3044596776.0		Basic Industries	Environmental Services	Mid
Clear Channel Outdoor Holdings, Inc.	1431999322.0	2005.0	Consumer Services	Advertising	Small
ClearBridge American Energy MLP Fund Inc.	475187599.9	2013.0	n/a	n/a	Small
ClearBridge Energy MLP Fund Inc.	1020357782.0	2010.0	n/a	n/a	Small
ClearBridge Energy MLP Opportunity Fund Inc.	360314446.8	2011.0	n/a	n/a	Small
ClearBridge Energy MLP Total Return Fund Inc.	458497695.5	2012.0	n/a	n/a	Small
Clearwater Paper Corporation	743612028.8		Basic Industries	Paper	Small
Cleveland-Cliffs Inc.	2511405845.0		Basic Industries	Precious Metals	Mid
Clipper Realty Inc.	198255963.2	2017.0	Consumer Services	Real Estate Investment Trusts	Micro
Clorox Company (The)	17727559986.0		Consumer Durables	Specialty Chemicals	Large
Cloud Peak Energy Inc	230676601.1	2009.0	Energy	Coal Mining	Micro
Cloudera, Inc.	2431386307.0	2017.0	Technology	Computer Software: Prepackaged Software	Mid
ClubCorp Holdings, Inc.	1111012361.0	2013.0	Consumer Services	Hotels/Resorts	Small
